index,Data,Hora,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (Kj/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)",region,state,station,station_code,latitude,longitude,height
271361,2013-03-12,17:00,0.0,932.1,933.3,932.1,2406,31.6,20.4,32.0,29.5,20.5,17.9,54,48,52,290,12.8,3.4,CO,MS,PONTA PORA,A703,-22.5525,-55.71638888,675.0
268062,2016-07-08,06:00,0.0,974.1,974.5,974.1,-9999,18.6,15.5,19.3,17.6,15.8,14.6,83,80,82,236,0.5,0.0,CO,MT,JUINA,A920,-11.36694443,-58.73305554,220.0
47003,2020-05-08,11:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MS,SELVIRIA,S717,-20.351444,-51.430222,374.0
179439,2011-03-17,15:00,0.0,954.5,955.3,954.5,3136,30.1,21.3,30.9,29.5,22.4,20.7,64,56,59,279,5.7,2.9,CO,GO,GOIAS,A014,-15.93916666,-50.14138888,512.0
331661,2008-02-29,05:00,0.0,950.4,951.2,950.4,-9999,21.7,21.3,22.2,21.7,21.5,21.2,98,95,98,306,2.9,0.0,CO,MT,GUIRATINGA,A932,-16.34166666,-53.76611111,526.0
81008,2013-04-01,08:00,0.0,969.4,969.5,969.3,-9999,19.4,19.4,19.7,19.4,19.7,19.4,100,100,100,277,2.2,0.0,CO,MS,MARACAJU,A731,-21.60916666,-55.17777777,400.0
225157,2017-09-06,08:00,0.0,878.2,878.3,878.2,-9999,13.3,5.1,16.1,13.3,5.3,4.6,58,47,58,83,3.0,0.9,CO,GO,ALTO PARAISO DE GOIAS,A024,-14.13305554,-47.52305554,1260.0
107724,2012-09-18,00:00,0.0,917.0,917.0,916.8,-9999,20.6,15.9,22.0,20.2,16.1,15.3,77,67,74,360,1.5,0.9,CO,MT,ALTO TAQUARI,A934,-17.81555555,-53.28749999,875.0
120295,2018-04-13,05:00,0.0,971.3,972.2,971.3,-9999,22.0,21.0,22.2,22.0,21.2,21.0,94,94,94,70,2.9,1.6,CO,MT,SINOP,A917,-11.98222221,-55.56583333,371.0
47010,2020-07-20,05:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MS,BATAGUASSU,A759,-21.750123,-52.471294,392.13
15135,2015-09-23,15:00,0.0,985.7,986.1,985.7,2762,35.6,19.7,35.9,33.8,21.0,19.2,46,39,40,336,9.5,4.8,CO,MT,VILA BELA DA SANTISSIMA TRINDADE,A922,-15.06277777,-59.87277777,222.0
69544,2019-12-09,16:00,0.0,968.2,969.5,968.2,1486,27.1,20.6,27.3,25.9,21.5,19.9,75,66,68,253,0.0,0.0,CO,MT,GAUCHA DO NORTE,A930,-13.184857,-53.257366,375.87
78556,2015-04-23,06:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MS,MIRANDA,A722,-20.38333333,-56.41666666,140.0
364497,2017-05-13,09:00,-9999.0,922.3,922.3,922.0,-9999,18.2,11.6,18.3,17.9,11.7,11.4,67,65,65,198,1.7,0.3,CO,MS,CHAPADAO DO SUL,A730,-18.80222222,-52.60277777,818.0
3517,2019-05-27,13:00,0.0,978.4,978.5,978.4,1868,28.5,17.6,28.5,26.0,18.2,16.7,63,51,52,80,3.8,1.4,CO,GO,ARAGARCAS,A013,-15.902658,-52.245172,327.35
101558,2003-09-22,14:00,0.0,981.4,981.8,981.4,-9999,31.5,20.7,31.5,29.3,22.2,20.7,65,53,53,251,4.3,2.1,CO,MT,GUARANTA DO NORTE,A906,-9.95,-54.88333333,320.0
255898,2016-02-18,10:00,0.0,984.3,984.3,983.8,24,24.1,23.1,24.6,23.8,23.1,22.6,94,91,94,141,0.4,0.0,CO,MS,COXIM,A720,-18.51222222,-54.73583333,252.0
110661,2005-08-19,21:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MT,CAMPO NOVO DOS PARECIS,A905,-13.78333333,-57.83333333,570.0
344917,2010-10-04,13:00,0.0,959.3,959.5,959.1,666,25.5,19.6,25.8,25.0,19.8,19.1,71,68,70,49,4.4,1.7,CO,GO,ITUMBIARA,A035,-18.40972222,-49.19194444,488.0
317497,2014-01-04,04:00,0.0,931.3,931.5,931.2,-9999,22.2,17.2,22.4,21.7,18.2,17.1,79,73,73,115,2.8,1.0,CO,GO,GOIANIA,A002,-16.64277777,-49.21999999,770.0
211891,2020-02-14,19:00,0.0,964.7,965.7,964.7,2626,33.7,25.3,34.2,32.7,26.1,24.7,64,61,62,-9999,-9999.0,-9999.0,CO,MS,NOVA ALVORADA DO SUL,S712,-21.450972,-54.341972,5.0
82440,2005-05-31,00:00,0.0,964.4,964.4,963.5,-9999,23.5,17.7,24.5,23.2,17.8,17.6,71,66,70,152,4.5,3.9,CO,MT,TANGARA DA SERRA,A902,-14.65,-57.41666666,321.5
384410,2015-11-19,02:00,-9999.0,953.3,953.8,953.2,-9999,22.5,18.5,22.9,22.3,18.7,18.0,79,74,78,-9999,-9999.0,-9999.0,CO,MS,SIDROLANDIA,A754,-20.98166666,-54.97194443,464.0
275874,2009-06-29,18:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MT,ALTA FLORESTA,A924,-9.84944444,-56.1,289.0
223303,2019-04-25,20:00,0.0,955.7,955.9,955.7,1179,30.9,17.4,31.8,30.6,18.9,17.2,48,42,44,85,2.8,0.9,CO,GO,GOIAS,A014,-15.939729,-50.141433,512.86
363828,2020-06-02,12:00,0.0,942.2,942.3,941.9,1125,16.6,12.9,16.7,11.9,12.9,10.5,92,76,78,293,1.5,0.2,CO,GO,JATAI,A016,-17.923622,-51.717467,670.08
63018,2009-03-03,00:00,0.0,969.1,969.1,968.6,-9999,28.2,21.9,29.6,28.0,22.1,20.9,70,59,69,125,-9999.0,-9999.0,CO,MS,JUTI,A749,-22.85722222,-54.60555555,379.0
138812,2018-03-03,20:00,0.0,982.5,983.7,982.5,83,30.7,24.4,31.5,30.6,24.9,21.4,71,55,69,268,0.0,0.0,CO,MT,VILA BELA DA SANTISSIMA TRINDADE,A922,-15.06277777,-59.87277777,222.0
47021,2013-05-15,05:00,0.0,934.5,935.0,934.5,-9999,16.6,16.0,16.9,16.6,16.2,15.9,96,96,96,263,0.0,0.0,CO,GO,MINEIROS,A026,-17.45472222,-52.60111111,862.0
142346,2009-04-02,02:00,0.2,928.2,928.2,927.9,-9999,20.8,19.6,21.1,20.8,20.3,19.6,95,93,93,127,1.3,0.7,CO,MT,CAMPO VERDE,A912,-15.52749999,-55.13555555,749.0
54024,2015-03-03,00:00,-9999.0,967.1,967.1,966.6,-9999,23.2,21.5,23.5,23.1,21.5,21.3,90,88,90,166,0.0,0.0,CO,MT,SORRISO,A904,-12.55,-55.71666666,380.0
350546,2010-05-27,02:00,0.0,979.6,979.6,979.4,-9999,21.7,21.1,22.0,21.7,21.4,21.0,97,96,96,357,1.7,0.1,CO,MT,SALTO DO CEU,A936,-15.13583333,-58.115,303.0
55912,2005-05-20,16:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MT,CUIABA,A901,-15.55916666,-56.72944443,240.0
199607,2009-10-05,05:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MT,SORRISO,A904,-12.55,-55.71666666,380.0
28911,2015-04-20,15:00,-9999.0,938.9,939.6,938.9,2123,29.0,21.8,30.2,28.7,22.0,20.4,66,60,65,6,5.0,1.7,CO,MT,SANTO ANTONIO DO LESTE,A931,-14.92777777,-53.8836111,648.0
54150,2020-03-01,06:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MS,LAGUNA CARAPA,S711,-22.575389,-55.160333,499.0
134742,2009-05-10,12:00,0.0,932.9,932.9,932.4,1263,23.5,19.5,23.5,21.3,19.5,18.1,84,76,78,113,1.7,0.4,CO,GO,CAIAPONIA,A023,-16.96666666,-51.81749999,737.0
402262,2012-01-14,22:00,3.8,-9999.0,-9999.0,-9999.0,-9999,23.3,22.0,27.1,23.1,22.2,21.2,93,68,92,238,8.1,0.9,CO,MT,GUIRATINGA,A932,-16.34166666,-53.76611111,526.0
191087,2008-08-23,23:00,0.0,984.7,984.7,984.2,-9999,27.3,17.8,30.1,27.3,17.8,15.4,56,42,56,27,1.7,0.0,CO,MT,APIACAS,A910,-9.56388888,-57.3936111,220.0
396689,2014-04-14,17:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MS,AQUIDAUANA,A719,-20.47555554,-55.78388888,155.0
206344,2019-01-26,03:00,0.0,939.1,939.1,938.9,-9999,21.9,20.0,22.2,21.2,20.1,19.6,92,87,89,312,4.2,1.3,CO,GO,JATAI,A016,-17.923622,-51.717467,670.08
50798,2020-02-05,12:00,0.0,983.6,983.6,982.7,727,25.0,21.9,25.0,23.8,22.7,21.0,92,82,83,325,0.0,0.0,CO,MT,JUARA,A914,-11.280158,-57.526641,263.43
57061,2017-07-07,13:00,0.0,976.9,977.0,976.6,1577,21.3,12.2,21.3,18.6,12.6,11.7,66,56,56,87,4.0,2.0,CO,MS,PARANAIBA,A710,-19.69527777,-51.18138888,424.0
126246,2020-05-16,06:00,-9999.0,932.9,933.0,932.8,-9999,19.2,17.8,19.2,19.0,17.9,17.7,93,92,92,189,3.4,1.6,CO,GO,CAIAPONIA,A023,-16.96694443,-51.81749999,740.1
6138,2020-11-24,05:00,0.0,930.2,930.8,930.2,-9999,22.1,17.7,22.9,22.1,18.3,17.7,77,75,76,42,4.5,2.0,CO,GO,MORRINHOS,A003,-17.745066,-49.101698,751.09
92494,2016-07-12,22:00,0.0,958.1,958.1,957.9,2,25.6,16.6,27.7,25.6,16.7,16.5,58,51,58,335,3.6,0.9,CO,MS,SIDROLANDIA,A754,-20.98166666,-54.97194443,464.0
1150,2006-12-18,22:00,0.0,988.2,988.4,987.6,305,28.1,23.9,30.3,28.1,23.9,22.9,78,65,78,317,6.9,2.3,CO,MS,AQUIDAUANA,A719,-20.47555554,-55.78388888,155.0
112362,2008-08-02,18:00,0.0,949.1,950.2,949.1,18495,33.4,9.0,34.1,32.7,9.9,8.6,25,21,22,-9999,0.0,0.0,CO,MT,CAMPO NOVO DOS PARECIS,A905,-13.78333333,-57.83333333,570.0
103371,2011-07-11,03:00,0.0,970.1,970.3,970.0,-9999,18.4,16.3,18.4,16.0,16.3,14.6,93,87,87,268,2.8,0.8,CO,MS,MARACAJU,A731,-21.60916666,-55.17777777,400.0
187944,2013-02-01,08:00,0.4,914.6,914.6,914.5,-9999,19.8,19.2,19.8,19.7,19.2,19.1,96,96,96,44,8.1,3.9,CO,MT,ALTO TAQUARI,A934,-17.81555555,-53.28749999,875.0
130866,2016-07-31,20:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MT,QUERENCIA,A916,-12.5986111,-52.19444444,339.0
343430,2019-06-11,14:00,0.0,956.3,956.4,956.3,1644,28.7,-9999.0,28.7,26.4,-9999.0,-9999.0,-9999,-9999,-9999,236,6.6,3.5,CO,MT,CAMPO NOVO DOS PARECIS,A905,-13.78583333,-57.8386111,525.41
102268,2018-11-09,22:00,0.0,927.7,927.7,926.9,98,22.3,20.7,23.4,22.3,21.6,20.7,93,87,91,232,9.0,3.9,CO,MS,COSTA RICA,A760,-18.82277777,-53.26722221,730.0
242231,2008-10-08,23:00,0.0,937.4,937.4,937.0,-9999,27.9,8.9,29.4,27.7,11.1,8.2,37,27,30,176,1.8,0.0,CO,GO,GOIANESIA,A022,-15.22027777,-48.99027777,667.0
189766,2010-01-17,22:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MT,TANGARA DA SERRA,A902,-14.65,-57.41666666,321.5
148887,2015-12-30,15:00,0.0,936.0,936.3,936.0,2008,26.4,17.6,26.7,25.5,19.8,17.6,68,58,58,320,4.0,1.3,CO,GO,GOIANIA,A002,-16.64277777,-49.21999999,770.0
114315,2020-01-06,03:00,0.0,959.6,959.8,959.3,-9999,23.8,22.0,24.3,23.6,22.2,22.0,91,88,89,-9999,3.8,2.4,CO,MT,TANGARA DA SERRA,A902,-14.65,-57.43166666,440.01
360805,2008-06-24,13:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,GO,ITAPACI,A015,-14.98027777,-49.53944444,522.0
400600,2014-09-24,16:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MS,AQUIDAUANA,A719,-20.47555554,-55.78388888,155.0
52936,2014-01-16,16:00,0.0,955.1,955.7,955.1,4118,30.7,19.9,30.8,29.6,21.7,19.8,61,53,53,87,3.9,1.2,CO,MT,GUIRATINGA,A932,-16.34166666,-53.76611111,526.0
74662,2021-04-21,22:00,0.0,931.5,931.5,931.2,28,22.1,12.3,25.8,22.1,12.5,10.9,54,39,54,130,4.0,2.6,CO,MS,COSTA RICA,A760,-18.49277777,-53.17138888,727.34
188874,2008-12-08,05:00,0.0,915.4,915.8,915.4,-9999,20.2,18.0,20.2,19.7,18.1,17.4,89,85,87,15,0.0,0.0,CO,MT,ALTO TAQUARI,A934,-17.81555555,-53.28749999,875.0
111213,2016-08-29,21:00,0.2,968.8,968.8,968.6,56,22.2,19.3,23.4,22.2,19.4,18.5,84,74,84,262,3.0,1.5,CO,MS,PARANAIBA,A710,-19.69527777,-51.18138888,424.0
292228,2012-08-18,16:00,0.0,959.1,960.0,959.1,2483,29.7,8.6,30.4,28.6,9.6,8.4,31,26,27,56,8.2,1.7,CO,GO,GOIAS,A014,-15.93916666,-50.14138888,512.0
290245,2014-02-18,13:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,GO,ITUMBIARA,A035,-18.40972222,-49.19194444,488.0
217688,2012-01-10,08:00,1.2,875.4,875.4,875.1,-9999,17.2,16.6,17.2,17.1,16.7,16.6,97,97,97,271,1.4,0.2,CO,GO,ALTO PARAISO DE GOIAS,A024,-14.13305554,-47.52305554,1260.0
46916,2018-08-23,18:00,0.0,949.3,950.4,949.3,2190,33.2,12.0,33.2,31.9,13.2,11.2,31,27,28,334,6.6,1.9,CO,GO,ITAPACI,A015,-14.98027777,-49.53944444,522.0
10437,2016-11-14,23:00,0.0,924.7,924.7,924.2,-9999,21.2,19.7,21.4,21.2,19.8,19.6,91,90,91,297,2.4,0.3,CO,GO,GOIANIA,A002,-16.64277777,-49.21999999,770.0
400411,2009-09-16,19:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MT,SINOP,A917,-11.98222221,-55.56583333,371.0
305817,2016-10-25,09:00,0.0,938.3,938.3,937.6,-9999,20.2,19.3,20.5,20.0,19.4,18.8,94,93,94,161,0.0,0.0,CO,MS,SAO GABRIEL DO OESTE,A732,-19.42027777,-54.55305555,647.0
154587,2014-05-31,06:00,0.0,939.8,940.2,939.8,-9999,11.3,10.5,12.3,11.2,11.5,10.4,95,94,95,33,1.1,0.4,CO,GO,JATAI,A016,-17.92388888,-51.71777777,582.0
84798,2012-03-06,18:00,0.0,967.4,969.1,967.4,3189,31.4,19.5,33.3,31.3,20.4,18.5,51,43,49,351,5.6,2.3,CO,MT,QUERENCIA,A916,-12.5986111,-52.19444444,339.0
320339,2014-07-27,11:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MS,ITAQUIRAI,A752,-23.44944444,-54.18166666,336.0
96593,2008-10-16,17:00,0.0,955.3,956.3,955.3,3488,38.4,7.0,38.6,37.1,8.8,4.3,18,13,15,48,8.2,3.3,CO,GO,ITUMBIARA,A035,-18.40972222,-49.19194444,488.0
240293,2013-08-25,05:00,0.0,973.0,973.2,972.5,-9999,8.5,6.4,8.6,8.4,6.5,6.3,87,86,87,224,6.0,2.1,CO,MS,SETE QUEDAS,A751,-23.96694443,-55.02416666,402.0
234571,2019-10-11,19:00,0.0,919.4,919.6,919.3,972,32.8,7.1,33.5,32.4,8.1,6.5,22,20,20,68,7.1,2.8,CO,GO,POSSE,A017,-14.08921,-46.366497,830.0
86345,2020-10-30,17:00,0.0,961.6,962.1,961.6,226,26.8,17.8,29.0,26.1,18.9,17.0,61,52,58,176,8.9,4.0,CO,MS,CAARAPO,S706,-22.657056,-54.819306,456.0
21364,2002-05-01,04:00,0.0,931.1,931.4,931.1,-9999,20.3,16.4,20.9,19.8,16.6,16.2,81,75,78,9,2.5,1.6,CO,GO,MORRINHOS,A003,-17.71666667,-49.1,771.42
138059,2016-09-19,11:00,-9999.0,942.7,942.7,939.9,101,21.1,16.7,21.2,20.4,16.7,16.5,78,75,76,132,15.1,5.1,CO,MT,SANTO ANTONIO DO LESTE,A931,-14.92777777,-53.8836111,648.0
341590,2007-12-03,22:00,0.0,934.9,934.9,934.2,12,24.8,20.5,26.2,24.8,21.7,20.2,77,71,77,79,3.0,1.2,CO,GO,GOIANESIA,A022,-15.22027777,-48.99027777,667.0
123824,2015-02-19,08:00,0.0,976.2,976.3,975.8,-9999,21.9,20.8,22.1,21.9,20.9,20.7,93,93,93,351,2.4,0.1,CO,MT,CARLINDA,A926,-10.00527777,-55.79055555,306.0
130643,2020-11-15,11:00,-9999.0,931.4,931.4,930.4,769,22.3,19.1,22.3,21.2,19.8,18.9,91,82,82,340,2.2,0.5,CO,GO,CAIAPONIA,A023,-16.96694443,-51.81749999,740.1
179364,2016-02-07,14:00,0.0,-9999.0,-9999.0,-9999.0,2259,29.7,22.9,30.3,28.0,24.7,22.9,77,66,67,10,5.6,3.4,CO,MS,JARDIM,A758,-21.47833332,-56.13694444,249.0
28042,2018-07-11,10:00,0.0,956.9,956.9,956.3,-9999,10.2,9.3,10.3,10.1,9.4,9.3,95,94,94,236,3.8,1.6,CO,MT,CAMPO NOVO DOS PARECIS,A905,-13.78333333,-57.83333333,570.0
287225,2014-07-21,20:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MT,CAMPO NOVO DOS PARECIS,A905,-13.78333333,-57.83333333,570.0
227630,2020-03-24,12:00,0.0,998.3,998.3,997.8,872,27.7,-9999.0,27.7,26.0,-9999.0,-9999.0,-9999,-9999,-9999,341,1.8,0.7,CO,MT,CACERES,A941,-16.07472221,-57.69305555,123.53
408637,2008-07-25,13:00,0.0,962.6,962.6,962.1,1550,24.3,13.7,24.3,19.3,14.5,13.3,69,52,52,276,2.2,0.1,CO,MS,CASSILANDIA,A742,-19.12249999,-51.72083332,516.0
113866,2019-07-06,21:00,0.0,993.0,993.0,992.7,415,20.4,1.0,21.8,20.4,1.5,1.0,28,25,28,191,6.4,1.7,CO,MS,PEDRO GOMES,S714,-18.072711,-54.548811,251.0
400530,2014-09-21,18:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MS,AQUIDAUANA,A719,-20.47555554,-55.78388888,155.0
334227,2014-12-02,06:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MT,SINOP,A917,-11.98222221,-55.56583333,371.0
178898,2019-03-31,15:00,0.0,979.3,980.1,979.2,3481,29.8,22.2,29.8,27.0,22.8,20.6,75,62,64,346,4.0,1.7,CO,MT,SAO JOSE DO XINGU,A942,-10.48416666,-52.37249999,300.0
12311,2010-02-20,13:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MT,SORRISO,A904,-12.55,-55.71666666,380.0
117188,2004-05-04,20:00,0.0,955.0,955.2,955.0,714,23.9,20.5,24.2,23.3,21.2,19.6,85,76,82,52,2.6,0.8,CO,MS,CAMPO GRANDE,A702,-20.45,-54.6,530.0
342513,2018-03-12,09:00,0.0,902.7,902.7,902.2,-9999,19.8,18.5,19.9,19.4,18.5,17.9,93,91,92,319,2.1,0.8,CO,DF,GAMA (PONTE ALTA),A046,-15.93527777,-48.13749999,990.0
354577,2007-05-29,01:00,0.0,949.2,949.2,948.6,-9999,17.7,17.3,18.4,17.4,18.0,16.8,98,96,98,94,1.1,0.1,CO,MT,COMODORO,A913,-13.70861111,-59.76277777,591.0
224579,2013-04-08,19:00,0.0,947.2,947.4,947.2,928,26.1,19.1,30.3,26.1,21.9,18.3,65,57,65,320,11.3,4.6,CO,GO,MONTE ALEGRE DE GOIAS,A032,-13.24805555,-46.88972221,1253.0
82455,2019-12-05,02:00,-9999.0,972.6,972.9,972.5,-9999,22.8,21.4,23.3,22.8,21.9,21.4,92,91,92,236,0.0,0.0,CO,MT,S.J. DO RIO CLARO,A903,-13.453981,-56.677323,339.59
250449,2016-03-12,11:00,0.0,904.5,904.5,904.2,741,22.7,20.1,22.7,20.5,20.6,19.7,95,85,85,295,2.0,0.5,CO,GO,LUZIANIA,A012,-16.27222222,-47.96638889,959.5
265531,2013-12-11,03:00,0.0,999.4,1000.1,999.4,-9999,23.7,22.6,23.9,23.6,22.7,22.5,94,93,94,62,1.4,0.0,CO,MS,NHUMIRIM,A717,-18.98888888,-56.62305554,91.0
282850,2020-05-25,21:00,0.0,887.3,887.3,886.7,187,22.0,16.1,24.1,22.0,16.1,15.7,69,60,69,274,7.0,2.2,CO,DF,BRASILIA,A001,-15.789343,-47.925756,1160.96
116347,2016-12-05,21:00,0.0,961.5,961.6,961.4,378,33.8,18.8,34.9,33.8,20.0,17.7,44,36,41,37,5.6,1.8,CO,MS,MARACAJU,A731,-21.60916666,-55.17777777,400.0
7554,2018-08-15,12:00,0.0,946.2,946.3,946.0,767,18.8,10.8,18.9,16.4,11.0,10.4,68,60,60,108,7.4,5.1,CO,MS,BANDEIRANTES,S703,-19.94555555,-54.3686111,624.0
399094,2018-03-31,22:00,0.0,925.8,926.7,925.6,2,20.1,18.5,20.8,20.0,19.6,18.3,93,89,91,218,10.3,1.9,CO,MT,ALTO ARAGUAIA,A909,-17.33944444,-53.22416666,753.0
246664,2010-11-22,06:00,0.0,962.4,962.6,962.3,-9999,20.5,19.5,20.7,20.4,19.5,19.4,94,93,94,21,2.5,0.2,CO,MS,IVINHEMA,A709,-22.30666666,-53.82722221,373.8
384269,2008-08-10,05:00,0.0,974.8,975.6,974.7,-9999,16.5,15.1,16.7,16.5,15.6,15.1,93,91,91,78,6.3,2.9,CO,MS,JUTI,A749,-22.85722222,-54.60555555,379.0
19933,2017-04-11,13:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MT,CAMPO VERDE,A912,-15.52749999,-55.13555555,749.0
88161,2008-12-21,20:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MS,ITAQUIRAI,A752,-23.44944444,-54.18166666,336.0
269344,2020-11-11,03:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MS,IVINHEMA,A709,-22.30055555,-53.82277777,377.36
85177,2003-11-09,01:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MS,CAMPO GRANDE,A702,-20.45,-54.6,530.0
177872,2019-10-26,19:00,0.0,927.0,928.1,927.0,1826,30.7,16.7,32.2,30.2,19.7,16.5,51,41,43,305,7.4,2.2,CO,MT,CAMPO VERDE,A912,-15.531431,-55.135649,748.27
82443,2012-08-18,03:00,0.0,991.4,991.5,991.4,-9999,23.1,13.0,24.0,23.1,13.3,13.0,53,51,53,103,3.1,1.6,CO,MT,SAO FELIX  DO ARAGUAIA,A921,-11.61888888,-50.72777777,218.0
170802,2013-09-18,18:00,0.0,995.6,996.9,995.6,2447,32.5,16.4,32.6,30.1,16.8,14.9,41,37,38,172,4.1,1.0,CO,MT,PORTO ESTRELA,A935,-15.54638888,-57.38166666,145.0
232820,2012-09-30,20:00,0.0,936.5,936.7,936.3,1512,32.9,12.8,33.7,32.6,13.8,12.4,31,28,30,318,8.3,3.7,CO,MS,SAO GABRIEL DO OESTE,A732,-19.42027777,-54.55305555,647.0
368595,2018-03-04,03:00,-9999.0,948.5,948.7,948.5,-9999,22.1,20.2,23.8,22.0,20.6,19.2,90,76,90,123,1.6,0.5,CO,GO,MONTE ALEGRE DE GOIAS,A032,-13.24805555,-46.88972221,1253.0
